name,prestige_raw,prestige_scaled,instagram_followers,appearance_count,prestige_percentile,rfm,gender
model_06352,0.000466,466.433132,28800.0,193,94.197176,17.639344,female
model_05710,0.000465,464.703241,,198,94.185212,,unknown
model_07026,0.000464,464.166088,,182,94.173247,16.983607,female
model_09827,0.000463,463.328451,,318,94.161283,18.622951,female
model_09229,0.000463,463.083602,8900.0,189,94.149318,,unknown
model_06890,0.000463,462.799738,,374,94.137353,23.647059,female
model_01118,0.000462,462.181634,10700.0,232,94.125389,18.622951,female
model_05407,0.000461,460.585607,,174,94.113424,17.0,female
model_04216,0.00046,460.43031,,391,94.10146,16.333333,female
model_03680,0.000459,458.634808,,302,94.089495,16.983607,female
model_00621,0.000456,456.262547,,331,94.077531,,unknown
model_02765,0.000455,455.014421,,395,94.065566,17.176471,female
model_05858,0.000453,452.890723,,266,94.053601,17.639344,female
model_02322,0.000452,451.7242,,354,94.041637,20.615385,female
model_04393,0.000452,451.677829,49100.0,211,94.029672,18.903226,female
model_05195,0.000452,451.505665,13900.0,104,94.017708,22.060606,female
model_00651,0.00045,449.522216,,263,94.005743,17.639344,female
model_09599,0.000449,449.29237,18800.0,182,93.993778,18.622951,female
model_00530,0.000449,449.170797,,226,93.981814,16.333333,female
model_06530,0.000449,449.142232,,299,93.969849,17.311475,female
model_07102,0.000448,448.265635,18900.0,154,93.957885,17.935484,female
model_05274,0.000446,446.372596,227400.0,359,93.94592,,
model_08837,0.000446,446.130836,,297,93.933955,17.0,male
model_05014,0.000446,445.685368,6500000.0,211,93.921991,24.029197,female
model_05236,0.000443,443.018018,17000.0,101,93.910026,16.0,female
model_04371,0.000442,441.859659,,364,93.898062,4.983607,male
model_08108,0.000442,441.537208,9600.0,135,93.886097,17.935484,female
model_08728,0.000441,441.256565,,248,93.874133,17.967213,female
model_03917,0.00044,440.391903,,308,93.862168,,unknown
model_03857,0.00044,439.528599,,448,93.850203,13.931034,female
model_06030,0.000439,439.394856,19400.0,148,93.838239,3.655172,male
model_05301,0.000438,438.462081,18200.0,232,93.826274,14.526316,male
model_08976,0.000437,437.334962,33500.0,268,93.81431,21.454545,female
model_05774,0.000437,437.185661,,326,93.802345,18.580645,female
model_05314,0.000437,436.599196,18700.0,181,93.79038,16.666667,female
model_09748,0.000436,435.90162,25400.0,187,93.778416,13.931034,female
model_00003,0.000435,434.782155,8000.0,306,93.766451,15.661017,female
model_02581,0.000434,433.955317,10200.0,176,93.754487,17.967213,female
model_01567,0.000433,432.778045,,99,93.742522,,
model_05519,0.00043,430.134239,4100.0,154,93.730558,,
model_09356,0.00043,429.964008,,283,93.718593,15.65812,female
model_00166,0.00043,429.574886,,264,93.706628,15.322034,female
model_02850,0.000429,429.059377,9700.0,177,93.694664,14.62069,female
model_09274,0.000429,429.006473,,237,93.682699,15.322034,female
model_01250,0.000429,429.004524,7700.0,217,93.670735,16.666667,female
model_07232,0.000429,428.988091,,199,93.65877,12.842105,female
model_07145,0.000427,427.09185,171600.0,394,93.646805,16.666667,female
model_00457,0.000427,426.990487,,214,93.634841,17.311475,female
model_09749,0.000426,426.09144,88300.0,309,93.622876,16.333333,female
model_02565,0.000426,425.578153,,209,93.610912,14.62069,female
model_09211,0.000425,425.165137,32600.0,249,93.598947,17.639344,female
model_01371,0.000425,424.518634,,319,93.586983,,
model_03912,0.000424,423.7806,3500.0,141,93.575018,15.310345,female
model_08165,0.000423,423.350986,13700.0,151,93.563053,17.0,female
model_04640,0.00042,420.049768,,228,93.551089,17.935484,female
model_03361,0.00042,419.659383,,335,93.539124,18.622951,female
model_08296,0.000418,417.877859,16700.0,143,93.52716,,
model_05681,0.000418,417.778407,,149,93.515195,5.639344,male
model_01741,0.000417,416.657727,12600.0,278,93.50323,15.661017,female
model_03064,0.000416,415.745276,27200.0,143,93.491266,12.785714,female
model_05757,0.000415,415.173939,22800.0,276,93.479301,16.677966,female
model_04812,0.000415,414.532338,,211,93.467337,17.639344,female
model_06397,0.000414,413.684328,,175,93.455372,17.639344,female
model_03831,0.000411,410.613571,1200000.0,345,93.443408,26.555556,female
model_04088,0.000409,409.448351,,468,93.431443,16.666667,female
model_01113,0.000409,409.099122,2200.0,114,93.419478,15.322034,female
model_03314,0.000408,408.476057,,179,93.407514,,
model_00025,0.000408,408.077171,25000.0,195,93.395549,18.258065,female
model_01141,0.000408,408.062818,,238,93.383585,16.333333,female
model_05271,0.000406,405.896662,18900.0,206,93.37162,15.495798,female
model_01375,0.000406,405.548299,,128,93.359655,16.327869,female
model_03410,0.000405,405.434575,,359,93.347691,14.983051,female
model_07888,0.000403,403.344818,,88,93.335726,,
model_04255,0.000403,402.688794,15900.0,120,93.323762,17.333333,female
model_03871,0.000402,402.141129,,308,93.311797,,unknown
model_00764,0.000402,401.82182,,284,93.299832,17.639344,female
model_05848,0.0004,400.059259,,177,93.287868,17.639344,female
model_07489,0.000399,398.683636,,287,93.275903,17.639344,female
model_00157,0.000398,398.159945,87500.0,247,93.263939,-0.210526,male
model_02783,0.000398,397.820474,,171,93.251974,15.661017,female
model_09287,0.000398,397.744567,,171,93.24001,19.149606,female
model_10012,0.000397,397.02593,,200,93.228045,18.580645,female
model_00382,0.000396,396.379098,,229,93.21608,17.639344,female
model_01336,0.000394,393.681588,24500.0,172,93.204116,22.363636,female
model_10001,0.000394,393.609738,,247,93.192151,15.327731,female
model_07991,0.000393,393.32773,,270,93.180187,,
model_03351,0.000393,393.059231,18000.0,285,93.168222,12.648649,male
model_03804,0.000392,391.744468,,95,93.156257,14.290598,female
model_08481,0.000391,390.998027,109100.0,211,93.144293,17.0,female
model_02914,0.000391,390.905041,,160,93.132328,17.311475,female
model_05265,0.00039,389.587259,,186,93.120364,18.222222,female
model_01210,0.000389,389.324389,,391,93.108399,,
model_03516,0.000389,388.64974,60700.0,181,93.096435,18.372881,female
model_00857,0.000389,388.619861,52200.0,61,93.08447,18.903226,female
model_07776,0.000388,388.482144,,140,93.072505,16.0,female
model_03132,0.000386,386.168938,14000.0,264,93.060541,17.311475,female
model_09108,0.000386,385.881494,,209,93.048576,,unknown
model_02399,0.000385,385.490481,,175,93.036612,17.639344,female
model_06305,0.000385,385.06515,,180,93.024647,14.983051,female
model_01598,0.000385,384.557555,,119,93.012682,19.75,female
model_09190,0.000384,384.493787,105900.0,270,93.000718,13.184783,male
model_00211,0.000384,384.113116,,311,92.988753,15.661017,female
model_03673,0.000384,384.101234,,158,92.976789,20.88189,female
model_05995,0.000382,381.732829,,228,92.964824,17.967213,female
model_09576,0.000382,381.593611,10400.0,128,92.95286,15.661017,female
model_00821,0.000381,381.350962,,207,92.940895,14.965517,female
model_05957,0.000381,380.682123,,291,92.92893,15.661017,female
model_05756,0.000381,380.605807,,311,92.916966,17.935484,female
model_00853,0.000377,377.332906,,331,92.905001,17.311475,female
model_01503,0.000377,377.321791,,221,92.893037,17.935484,female
model_03104,0.000377,376.587405,,214,92.881072,19.174603,female
model_07816,0.000375,374.833741,60000.0,288,92.869107,8.817518,male
model_07166,0.000373,372.754459,,304,92.857143,17.967213,female
model_02659,0.000372,371.628782,9000.0,250,92.845178,5.639344,male
model_09103,0.00037,369.73308,51000.0,172,92.833214,,unknown
model_08316,0.00037,369.725986,78400.0,187,92.821249,19.492063,female
model_08204,0.000369,368.733876,8200.0,232,92.809285,2.275862,male
model_00720,0.000368,367.697582,11700.0,412,92.79732,,
model_00992,0.000367,367.454752,,404,92.785355,18.258065,female
model_07383,0.000367,367.385571,,265,92.773391,,
model_09393,0.000366,366.048296,16100.0,166,92.761426,17.639344,female
model_01465,0.000365,364.953402,,204,92.749462,,
model_06811,0.000364,364.243148,14200.0,268,92.737497,16.983607,female
model_02403,0.000364,364.079028,,147,92.725532,17.639344,female
model_06722,0.000363,363.337876,20600.0,146,92.713568,15.661017,female
model_10024,0.000363,362.808157,9200.0,182,92.701603,15.487179,female
model_00470,0.000362,362.1172,80100.0,174,92.689639,16.666667,female
model_07359,0.000362,361.871537,,160,92.677674,16.168067,female
model_07622,0.000362,361.733613,,256,92.665709,18.622951,female
model_09340,0.000361,361.415535,64599.0,146,92.653745,30.936709,female
model_05033,0.00036,359.831762,5500.0,269,92.64178,18.903226,female
model_05025,0.00036,359.740382,,165,92.629816,17.639344,female
model_04857,0.000359,359.054066,,186,92.617851,14.803419,female
model_08814,0.000359,358.813572,13100.0,156,92.605887,18.580645,female
model_03131,0.000358,358.211892,,197,92.593922,17.333333,female
model_08072,0.000356,356.352981,,129,92.581957,18.622951,female
model_09009,0.000356,356.349879,,250,92.569993,17.0,female
model_08018,0.000356,356.082631,,231,92.558028,18.333333,female
model_03818,0.000356,356.017143,4600.0,127,92.546064,14.62069,female
model_00096,0.000355,355.150975,19800.0,269,92.534099,,
model_00654,0.000355,354.913218,,312,92.522134,16.655738,female
model_04139,0.000355,354.680771,,269,92.51017,16.0,female
model_06468,0.000354,354.191931,,202,92.498205,16.666667,female
model_06471,0.000353,352.769579,,350,92.486241,18.459016,female
model_00180,0.000353,352.740837,23500.0,99,92.474276,,unknown
model_00072,0.000353,352.581444,170500.0,147,92.462312,,
model_06916,0.000351,351.248395,6300.0,105,92.450347,5.333333,male
model_03736,0.000351,350.896795,,220,92.438382,17.355932,female
model_05730,0.000351,350.68166,,78,92.426418,19.050847,female
model_04962,0.000351,350.671913,,235,92.414453,15.322034,female
model_07783,0.000351,350.62753,,160,92.402489,16.854701,female
model_03322,0.00035,349.996449,,145,92.390524,17.639344,female
model_01471,0.000349,349.30163,,212,92.378559,11.042254,male
model_09669,0.000349,348.538397,,257,92.366595,15.655172,female
model_05056,0.000348,348.11924,,258,92.35463,18.903226,female
model_02821,0.000348,348.069292,,222,92.342666,17.666667,female
model_01089,0.000348,347.8935,,210,92.330701,14.983051,female
model_07245,0.000346,345.54224,11200.0,274,92.318737,,unknown
model_02044,0.000345,345.144394,197100.0,204,92.306772,16.350877,female
model_02846,0.000344,344.216637,,168,92.294807,17.176471,female
model_08570,0.000344,343.755395,,282,92.282843,13.931034,female
model_05127,0.000343,343.39757,,197,92.270878,14.62069,female
model_04411,0.000343,342.825878,37700.0,268,92.258914,17.967213,female
model_04725,0.000343,342.573877,,243,92.246949,16.666667,female
model_06732,0.000342,341.728637,277400.0,138,92.234984,16.677966,female
model_07556,0.000341,341.360222,1700.0,158,92.22302,17.639344,female
model_09006,0.000341,341.089419,7000.0,245,92.211055,18.258065,female
model_00199,0.00034,340.356358,,163,92.199091,,
model_09291,0.00034,340.181212,,287,92.187126,16.333333,female
model_06182,0.000339,338.857591,,223,92.175162,18.258065,female
model_09261,0.000338,338.031576,,198,92.163197,16.163934,female
model_05063,0.000338,337.528682,,289,92.151232,12.428571,female
model_04068,0.000337,337.089172,,156,92.139268,17.0,female
model_02449,0.000337,337.050271,,322,92.127303,14.62069,female
model_00647,0.000337,336.786321,,195,92.115339,17.639344,female
model_00299,0.000334,334.477999,3700000.0,163,92.103374,5.935484,male
model_07768,0.000334,334.065808,130800.0,147,92.091409,15.322034,female
model_01747,0.000334,334.043276,,175,92.079445,16.0,female
model_02146,0.000334,333.995885,7600.0,105,92.06748,16.0,female
model_01913,0.000334,333.940202,,158,92.055516,16.983607,female
model_07819,0.000334,333.870229,,111,92.043551,15.655172,female
model_00380,0.000334,333.626385,,284,92.031587,,unknown
model_04826,0.000333,333.209384,,171,92.019622,,
model_00131,0.000333,332.970529,,239,92.007657,17.666667,female
model_02529,0.000333,332.661054,,176,91.995693,18.622951,female
model_05733,0.000332,332.211039,32900.0,370,91.983728,18.622951,female
model_05709,0.000332,331.841661,,214,91.971764,19.278689,female
model_07376,0.000332,331.614659,5400.0,110,91.959799,18.857143,female
model_00506,0.000331,331.03785,61300.0,221,91.947834,11.042254,male
model_06240,0.000331,330.782843,,436,91.93587,18.580645,female
model_04478,0.000331,330.7143,354300.0,178,91.923905,18.295082,female
model_08765,0.000329,329.283217,3500.0,143,91.911941,14.62069,female
model_06084,0.000328,328.131026,,153,91.899976,17.967213,female
model_08334,0.000328,328.128596,,193,91.888011,14.62069,female
model_02972,0.000328,328.107654,,272,91.876047,24.405797,female
model_05908,0.000328,328.029579,14600.0,257,91.864082,14.983051,female
model_01775,0.000328,327.961732,,225,91.852118,17.639344,female
model_08346,0.000328,327.859058,,589,91.840153,18.295082,female
model_10063,0.000328,327.773032,,139,91.828189,14.62069,female
