node,x,y,node_type,centrality
model_00050,-66.085182,7.864547,model,0.000758
Nike,-69.866066,10.691532,magazine,0.004311
Officine Générale,-70.004433,-9.040329,brand,0.009995
Kartik Research,-77.755592,-2.804806,brand,0.000711
model_00051,-19.127525,50.223125,model,0.001895
Atsuro Tayama,9.396859,36.026569,brand,0.002889
Mark & Estel,26.301781,38.710773,brand,0.000237
Skingraft,25.187336,34.444336,brand,0.000189
VFiles,-23.593115,42.596085,brand,0.003363
Vivienne Westwood Gold Label,18.075201,35.636894,brand,0.006158
Antonio Ortega,40.255379,14.375997,brand,0.000189
Marissa Webb,-24.109331,50.414864,brand,0.002842
Clear by Kai Milla,-19.099949,50.183693,brand,9.5e-05
Helen Yarmak,-20.63438,49.231026,brand,0.000142
Michael Costello,66.923065,46.24826,brand,0.000189
Naeem Khan,-24.556459,44.945923,brand,0.013121
Palmer Harding,-16.161137,-80.969063,brand,0.000474
Victor Alfaro,-18.197475,49.348011,brand,0.000379
Nanushka,-37.071579,31.501591,brand,0.003695
STAUD,-33.553326,-22.895262,magazine,0.003789
model_00052,1.395946,42.386776,model,0.001421
Allude,11.547939,46.329071,brand,0.003316
Costello Tagliapietra,6.708993,51.506897,brand,0.007342
Custo Barcelona,28.185959,57.991867,magazine,0.0099
Cynthia Steffe,2.171862,49.28038,brand,0.003316
Generra,5.46733,48.893955,brand,0.001137
Georges Chakra,-4.044613,38.863678,brand,0.002842
Hausach Couture,39.141918,64.491928,brand,0.000284
Hexa by Kuho,4.470025,42.611591,brand,0.001563
J. Mendel,-6.221308,7.81551,brand,0.006632
Jill Stuart,-2.680792,14.291895,brand,0.014258
Michael Van der Ham,1.49127,42.287823,brand,4.7e-05
Michalsky,36.143475,62.953339,brand,0.001753
Monique Lhuillier,-6.282642,25.742104,brand,0.008668
Nanette Lepore,-0.418758,46.525089,brand,0.008526
Paris 68,5.798785,43.514217,brand,0.000521
Rena Lange,34.255203,59.248695,brand,0.000995
Strenesse Blue,34.12426,60.62534,brand,0.000947
United Bamboo,5.888977,38.077389,brand,0.003695
Luis Buchinho,17.195526,43.616272,brand,0.002179
Lie Sang Bong,8.140569,38.466934,brand,0.002368
model_00053,-48.549519,-35.18988,model,0.002226
model_00054,-74.938499,31.777189,model,0.000616
model_00055,-0.416972,59.091705,model,4.7e-05
Luciano Soprani,-0.422981,59.091202,brand,0.000237
model_00056,-71.761162,1.001568,model,0.000474
Sunnei,-71.396187,-0.621101,brand,0.005779
Annakiki,-46.42646,21.288546,brand,0.0054
model_00057,-49.180218,34.815186,model,4.7e-05
model_00058,-34.23378,-37.451866,model,0.003932
Temperley,3.947372,2.358818,brand,0.006726
Valentin Yudashkin,-18.336233,38.344288,brand,0.009995
Academy of Art University,-5.238687,45.164001,brand,0.006442
Calvin Klein,-31.38917,-42.749317,magazine,0.031263
Giada,-25.521578,-1.249213,brand,0.010563
Chalayan,-16.54446,10.947351,magazine,0.011558
model_00059,-47.741318,-32.566097,model,0.002037
Rabanne,-54.574581,-36.163479,magazine,0.014305
model_00061,-48.926781,-2.22408,model,0.002463
Eckhaus Latta,-39.512611,23.229305,brand,0.007153
Messika,-29.19462,-37.381889,brand,0.003553
Sami Miró Vintage,-31.91498,-21.419786,brand,0.001089
Mowalola,-51.968029,0.733193,magazine,0.002558
Standing Ground,-47.109657,2.06955,brand,0.001232
model_00062,-39.493904,0.324177,model,0.002511
Mulberry,-16.140387,14.802035,magazine,0.012458
DROMe,-37.046432,14.069255,brand,0.004784
BROGNANO,-34.756119,12.617897,brand,0.002416
Arthur Arbesser,-46.26783,12.388517,brand,0.004737
model_00063,22.716928,52.496689,model,4.7e-05
Ae'lkemi,22.725977,52.471775,brand,9.5e-05
model_00065,-3.066065,-8.511241,model,4.7e-05
model_00066,-33.725731,43.446552,model,0.000711
Maki Oh,-34.303288,43.95298,brand,0.001232
Pamella Roland,-27.392265,44.270733,brand,0.009853
Bibhu Mohapatra,-32.24205,43.261997,brand,0.006442
Cinq à Sept,-28.807209,44.833515,magazine,0.0018
PatBO,-32.393135,44.469196,magazine,0.003268
model_00067,-27.024046,-13.858157,model,0.009332
Argentina Group Show,64.813156,47.17564,brand,0.000142
Project Runway,14.877394,60.966061,brand,0.000947
Rachel Comey,4.55957,51.660725,magazine,0.008053
Rolando Santana,68.428726,45.161732,brand,0.0009
Mara Hoffman,-5.983956,46.285934,magazine,0.003789
Orla Kiely,-9.673277,-12.672968,brand,0.001137
Brother Vellies,18.810301,21.904469,brand,0.000474
Rodebjer,-17.230452,35.953915,brand,0.002653
Redemption,-20.102425,-5.097792,brand,0.00919
Ozwald Boateng,-36.275528,43.512726,brand,0.0009
Paco Rabanne,-54.61412,-36.320705,brand,0.012316
Kenneth Ize,-70.27607,-5.797914,brand,0.002605
model_00068,-48.176872,0.357401,model,0.003553
Bora Aksu,-42.378544,33.650543,brand,0.00739
MM6 Maison Margiela,-58.891434,-6.222749,brand,0.011084
Yuhan Wang,-49.852448,2.030244,brand,0.003695
Chet Lo,-48.751038,3.482685,brand,0.002321
Feben,-49.378708,4.11536,brand,0.002937
KNWLS,-51.601566,0.950801,magazine,0.005258
Masha Popova,-49.815704,2.733851,brand,0.001563
Poster Girl,-51.142464,3.160726,brand,0.001468
Harris Reed,-48.52335,0.704058,brand,0.001658
Huishan Zhang,-44.021454,13.669701,magazine,0.0054
Knwls,-49.46339,0.567489,brand,0.002416
Tomo Koizumu,-32.31567,-25.936054,brand,0.001895
Charles Jeffrey,-64.64949,-4.365786,brand,0.001705
Dilara Findikoglu,-43.387497,1.414691,brand,0.002984
Grace Ling,-51.014412,5.908252,brand,0.000947
Johanna Parv,-52.604599,0.920291,brand,0.001089
Robert Wun,-50.722775,23.18606,brand,0.001705
model_00069,-58.790478,23.731047,model,0.000237
model_00070,-40.960655,10.939811,model,0.000947
Basso & Brooke,15.947128,44.678089,brand,0.002037
Baldessarini,-76.563591,6.977277,brand,0.000189
Vautrait,-56.250561,4.822589,brand,0.000568
model_00071,12.810888,35.064907,model,0.001421
Adam,4.207105,36.992062,brand,0.002274
Malandrino,5.113677,53.894527,brand,0.004026
Sass & Bide,15.728278,29.211102,magazine,0.006584
Thuy,5.17005,47.466129,brand,0.000853
Tuleh,4.771503,41.450127,brand,0.001137
Zuhair Murad,-46.854507,42.767365,brand,0.014258
Danielle Scutt,12.709323,41.696625,brand,0.001516
Maria Grachvogel,15.246458,36.369003,brand,0.002226
Michael van der Ham,18.198442,41.700584,brand,0.004926
Kinder Aguggini,11.653502,40.875687,brand,0.000474
model_00072,-32.214279,-22.722424,model,0.004405
Dion Lee,-35.950714,-16.731813,magazine,0.016626
ALL–IN,-52.404339,-1.439495,magazine,0.001374
Charles de Vilmorin,-58.28315,16.14184,brand,0.000805
Jean Patou,-49.768833,7.38915,brand,0.004974
Ashlyn,-39.035339,-21.284737,brand,0.002179
Christopher John Rogers,-34.570953,41.233959,magazine,0.004453
Juun.J,-75.866745,-0.876358,brand,0.003932
model_00073,-35.39185,-19.850958,model,0.001468
Luar,-38.384865,32.68935,brand,0.004784
Puppets and Puppets,-41.215557,2.983698,brand,0.003695
model_00074,-36.435345,26.343414,model,0.003789
TOME,-21.738867,44.715034,brand,0.004026
Cushnie,6.678823,9.683809,brand,0.002274
Leonard Paris,-42.810558,41.353561,brand,0.009616
Concept Korea,28.499069,40.832848,brand,0.002416
VICTORIA/TOMAS,-48.821045,17.860706,brand,0.004547
Fe Noel,-35.97942,38.502506,brand,0.0009
Victor Glemaud,-37.165733,37.643764,brand,0.002795
Anrealage,-44.768032,23.387939,brand,0.003411
model_00075,-72.322899,-3.670509,model,0.000379
Christian Dada,-86.055443,7.55366,brand,0.001611
GmbH,-81.27729,-0.069007,brand,0.002416
Magliano,-74.538155,0.667999,brand,0.002132
model_00076,-66.300888,26.741035,model,0.000616
Frankie Morello,-7.772254,21.547386,brand,0.00829
model_00078,-82.905312,3.626021,model,0.000426
Dior Homme,-83.430222,-6.989121,brand,0.004974
model_00079,-80.138657,-6.76523,model,0.001137
Xander Zhou,-87.750656,5.685726,brand,0.002226
AMI Alexandre Mattiussi,-75.468582,-11.620344,brand,0.003647
model_00081,-49.400387,41.662914,model,0.001516
Georges Hobeika,-46.593613,42.898365,brand,0.0117
Son Jung Wan,-25.684603,44.063866,brand,0.006158
Antonio Grimaldi,-53.892883,28.849442,brand,0.003032
Guo Pei,-48.095303,43.842293,brand,0.002463
Aganovich,-3.96094,26.42308,brand,0.004879
Armani Prive,-47.577538,38.113083,brand,0.015679
Ronald van der Kemp,-46.139729,22.264715,brand,0.004974
Ziad Nakad,-48.011272,44.148819,brand,0.002321
model_00082,8.07774,85.594772,model,0.000189
Cia. Marítima,10.533708,84.817169,brand,0.000995
Lino Villaventura,5.54168,87.707375,brand,0.0018
Movimento,10.832382,84.765236,brand,0.001374
Água de Coco,8.430874,85.06205,brand,0.001279
model_00083,63.445755,-1.751234,model,0.000711
model_00084,36.191002,21.004753,model,0.006584
Calvin Klein White Label,-8.665012,-31.3116,brand,0.000947
Portrait,-82.953659,22.854134,magazine,0.007247
CR Fashion Book,2.196872,-26.352781,magazine,0.021647
model_00086,-23.575193,48.893299,model,0.000284
model_00089,18.976934,-33.486042,model,0.000521
Wildfox,28.151209,24.184116,brand,0.000521
Laquan Smith,-15.45158,-7.847401,brand,0.004263
model_00091,-50.10231,1.547638,model,4.7e-05
model_00092,14.760051,50.047878,model,4.7e-05
Limi Feu,14.948792,50.058697,brand,0.001658
model_00093,-9.546274,27.765862,model,0.002226
Blugirl,-2.089199,32.044907,brand,0.009521
Isola Marras,-12.859343,34.194645,brand,0.001137
Jay Ahr,-10.039752,36.369576,brand,0.000379
Marios Schwab,-4.578658,21.297789,brand,0.006868
Massimo Rebecchi,1.282296,29.891178,brand,0.004926
Mila Schon,-4.999183,52.480259,brand,0.003505
Veronique Branquinho,-21.024933,19.108358,brand,0.005447
Alexis Mabille,-21.086695,37.875267,brand,0.012979
Damir Doma,-5.86518,19.321861,brand,0.008716
Dice Kayek,-46.28788,40.938519,brand,0.001753
Porsche Design,-2.95798,27.116671,brand,0.002463
Yiqing Yin,-6.665184,27.868311,brand,0.003553
Au Jour Le Jour,-10.483151,32.927837,brand,0.002747
Genny,-50.885708,41.167488,brand,0.013879
Les Copains,-1.354498,30.077011,brand,0.008858
model_00095,-78.782524,-12.245358,model,0.000805
model_00096,-84.979309,14.860728,model,0.005353
John Galliano,-3.631531,10.235113,brand,0.017384
Kris Van Assche,-89.990158,14.089946,brand,0.001326
Zegna,-87.117722,6.8444,magazine,0.009853
Bill Tornade,-85.029022,14.620025,brand,0.000142
ZZegna,-89.383736,16.526512,brand,0.000474
Ermenegildo Zegna,-83.819702,1.742733,brand,0.0027
ODDA Magazine,-78.896255,14.117637,magazine,0.015821
Sandro,-83.34671,15.395079,magazine,0.002511
Tiger of Sweden,-82.86425,12.817315,brand,0.002889
Boglioli,-89.983795,15.906683,brand,0.000947
model_00098,-30.359585,-29.197283,model,0.010658
Calvin Klein 205W39NYC,-31.376661,-42.73896,brand,0.010042
Donna Karan New York,-13.877003,-0.535845,brand,0.004737
Edun,-6.850637,9.405793,brand,0.007958
McQ Alexander McQueen,-14.711791,1.054487,brand,0.001895
See by Chloe,-15.037406,-60.345802,brand,0.002416
Alberta Ferretti Limited Edition,13.692622,-35.631729,brand,0.001279
Atelier Versace,-16.452175,0.665941,brand,0.007247
Fay,-20.136742,-10.70982,brand,0.00919
Mary Katrantzou,-29.775536,-3.713065,brand,0.018426
Francesco Scognamiglio,-5.608716,6.663059,brand,0.0144
MO&Co.,-21.672689,28.756771,magazine,0.002984
Agnona,-31.481642,11.155062,brand,0.005732
Antonio Berardi,-14.748078,12.497049,brand,0.012932
Elie Saab Couture,-47.652534,33.796795,brand,0.012316
Elisabetta Franchi,-45.736488,39.472946,brand,0.014447
Luisa Spagnoli,-52.312378,41.333683,magazine,0.005495
Markarian,-37.583328,37.303524,brand,0.002274
model_00100,-20.99427,-40.490372,model,0.006868
Ellery,9.851019,-84.386902,brand,0.004358
Givenchy Haute Couture,-46.81818,-27.595272,brand,0.004168
Escada,0.278587,-22.251438,brand,0.005684
Fendi Couture,-32.09679,-35.322525,brand,0.006016
Staud,14.857829,-41.611965,brand,0.001042
model_00101,-61.113007,8.322641,model,4.7e-05
model_00102,-24.655222,-40.14986,model,0.007721
Sibling,-12.629327,16.571222,brand,0.003363
Versace Jeans,-11.645191,5.194522,brand,0.009663
Bethany Williams,-49.656704,-0.195101,brand,0.000237
Holzweiler,-73.374794,-16.261526,brand,0.003837
model_00104,-50.570957,-21.789352,model,0.003837
Bulgari,-3.352622,-41.824909,magazine,0.005116
Willy Chavarria,-71.589088,11.720228,magazine,0.003032
model_00105,-43.616158,-16.186543,model,0.005353
Olivier Theyskens,-28.116566,-1.898467,magazine,0.007958
Azzaro,-47.7062,31.848444,brand,0.002747
ICICLE,-24.193264,27.419323,brand,0.0009
System,-65.672867,-1.673679,magazine,0.005447
model_00106,-30.362362,8.811185,model,0.004263
Fausto Puglisi,-18.010904,-1.447504,brand,0.007958
Hogan,-16.266314,24.706577,magazine,0.006963
Andres Sarda,45.254944,38.76646,brand,0.001184
model_00108,34.918911,7.860703,model,0.001753
Charlotte Ronson,7.623403,49.450062,brand,0.007058
J.Crew,9.117876,56.03669,brand,0.005116
Julien David,-3.01624,35.808582,brand,0.004074
L'Wren Scott,3.715525,48.164761,brand,0.007342
Libertine,-15.746551,51.487804,brand,0.008432
Martin Grant,-15.719666,47.347546,brand,0.001895
Talbot Runhof,-3.267758,50.608086,brand,0.002937
Aigner,-44.164253,31.46665,brand,0.005258
J. Crew,-15.188254,52.082623,magazine,0.006679
Jenny Packham,-2.927613,45.277912,brand,0.006821
Roccobarocco,-8.382532,44.358658,brand,0.006442
Greg Lauren,34.451752,36.703999,brand,0.002226
model_00110,-48.675205,42.717091,model,0.003647
Holmes & Yang,-12.617321,15.757671,brand,0.000142
Jean-Charles de Castelbajac,1.464401,37.447235,brand,0.004311
Jen Kao,1.216357,53.536659,brand,0.005968
Jo No Fui,3.238334,21.214687,brand,0.005542
Leonard,1.187602,37.762634,brand,0.008668
McQ,-17.564692,9.316038,brand,0.0018
Rad Hourani,0.602033,52.623573,magazine,0.002463
Worth,1.007288,32.852337,brand,0.000616
Aquilano.Rimondi,-14.910168,12.301072,brand,0.013595
Houghton,25.636833,36.903137,brand,0.003884
Manish Arora,-9.055793,36.811192,brand,0.005305
Marimekko,-35.279724,6.868106,brand,0.0018
Alice + Olivia,28.565933,41.508003,magazine,0.0036
LoveShackFancy,-38.34959,44.308212,brand,0.001847
Supima,-28.531429,51.713604,brand,0.003032
Tamara Ralph,-48.723007,43.725864,brand,0.001658
model_00111,-25.012131,47.486462,model,0.000284
Laurence & Chico,-25.418468,47.165321,brand,9.5e-05
model_00112,20.019352,17.078833,model,0.001753
Hache,-11.756482,15.036087,brand,0.002368
Ruffian,-2.493437,40.697212,brand,0.007674
Giulietta,5.130182,76.850922,brand,0.0036
Uma Wang,-47.069271,19.81403,brand,0.006726
Brooks Brothers,-81.823898,22.180971,magazine,0.003363
Natori,-25.91172,49.147976,brand,0.001042
model_00113,-57.422825,42.176517,model,0.000142
Pierre Cardin,-57.250408,42.69817,brand,0.002321
model_00115,32.773861,53.455566,model,0.000332
Elie Tahari,31.776604,53.022198,brand,0.007958
model_00116,-50.295097,-25.672112,model,0.002653
KidSuper,-80.298119,-4.856864,brand,0.002132
model_00117,-28.699745,-46.832047,model,0.002226
model_00118,-9.613042,29.774166,model,0.009142
.normaluisa,-11.467578,48.985676,brand,0.001279
Gianfranco Ferre,-5.205961,8.467788,brand,0.003979
Kristina Ti,-3.790642,32.519543,brand,0.005495
Laura Biagiotti,-4.583638,31.98295,brand,0.008668
Mila Schön,-5.018164,51.782486,brand,0.004263
Simonetta Ravizza,-8.734265,33.611385,brand,0.006726
Acne,-2.89961,16.276896,brand,0.004263
Alberta Feretti,-10.181049,9.281361,brand,9.5e-05
BCBG By Max Azria,-11.369908,36.404526,brand,0.004026
Clements Ribeiro,10.920341,44.018063,brand,0.003837
Felipe Oliveira Baptista,5.621364,36.374748,brand,0.005163
Giorgio Armnai,-9.749096,29.910801,brand,4.7e-05
Hervé Léger,-0.567681,17.268164,brand,0.006584
Iceberg,-36.042767,5.269349,brand,0.020747
Maxime Simoens,-7.768526,29.473825,brand,0.004453
Richard Nicoll,-2.053984,16.212439,brand,0.008053
Versus,-0.931686,9.734557,brand,0.008953
Hunter Boots,-15.012357,15.049039,brand,0.002321
Jasper Conran,24.04023,47.874786,brand,0.007579
Maison Rabih Kayrouz,-43.135834,23.913561,brand,0.005116
Organic by John Patrick,10.10247,48.791653,brand,0.003647
Rebecca Taylor,-3.22595,57.496433,magazine,0.006916
Reed Krakoff,-7.877395,5.779153,brand,0.00739
Thomas Tait,19.299023,41.045624,brand,0.005968
Wes Gordon,11.033862,38.675179,brand,0.005968
Gant,-30.899267,22.295147,brand,0.003837
Herve Leger,-0.564953,17.264412,brand,0.004405
Maxime Simoëns,-5.423528,26.806295,brand,0.002321
Osman,17.019321,38.08614,magazine,0.007863
Thomas Wylde,-17.923916,49.249687,brand,0.001989
iCB,-10.361634,17.007122,brand,0.003174
Scotch & Soda,-27.041452,24.36393,brand,0.001942
Tanya Taylor,-6.975368,38.694359,brand,0.005874
Lela Rose,-0.522856,46.888165,magazine,0.008574
Marc Cain,16.980959,24.006817,brand,0.001089
model_00120,34.674568,24.496935,model,0.001279
Suno,8.928981,51.140305,magazine,0.006774
Veronique Leroy,7.822848,40.316536,brand,0.003363
Vivienne Tam,-2.521576,53.128536,brand,0.009758
model_00122,17.726604,42.658138,model,0.000805
Amanda Wakeley,37.485313,12.172559,brand,0.002937
Ashley Isham,17.007301,42.178585,brand,0.002653
Betty Jackson,12.020259,41.743896,brand,0.002084
Emilio de la Morena,8.761055,44.44738,brand,0.003505
Falguni & Shane Peacock,19.118464,47.14613,brand,0.000663
Holly Fulton,19.541973,38.644493,brand,0.003837
Nicole Farhi,0.469308,20.737465,brand,0.006205
Roksanda Illincic,17.171467,45.118065,brand,0.001184
model_00123,6.480323,36.184422,model,0.001089
Comme Des Garcons,12.505553,46.561073,brand,0.000995
Comme des Garcons,12.097389,44.221539,brand,0.000711
Nicolas Andreas Taralis,9.579092,39.857483,brand,0.0036
Rue du Mail,2.573303,14.698236,brand,0.002226
Dusan,6.47977,39.762989,brand,0.001184
Felder Felder,17.189533,43.181107,brand,0.002605
model_00124,-52.473717,-4.94861,model,0.000379
model_00125,15.767616,-6.265003,model,0.004547
Osklen,-1.24727,83.385056,brand,0.005068
Patrik Ervell,-89.86306,12.19131,brand,0.002084
Pedro Lourenço,0.516369,15.923074,brand,0.002605
Boy by Band Of Outsiders,11.37662,34.217865,brand,0.001895
Louise Goldin,7.165774,40.132748,brand,0.002321
Pedro Lourenço Capsule,0.782841,70.526505,brand,0.002084
Stéphane Rolland,-47.883553,44.636875,brand,0.006158
Todd Lynn,8.913411,42.07098,brand,0.006205
VPL,2.351533,26.550413,brand,0.004453
Whistles,27.81629,-1.009274,brand,0.001942
model_00126,-36.016266,-2.138729,model,0.004216
Paul et Joe,-22.679031,0.235874,brand,0.007626
model_00127,-48.234024,37.741337,model,4.7e-05
model_00128,13.960768,-5.040554,model,0.003411
Schumacher,31.58807,62.944763,brand,0.001137
Sally LaPointe,-11.12222,52.864857,brand,0.006584
model_00129,-44.228195,-26.611696,model,0.0009
model_00130,-57.796223,41.885632,model,0.000237
Armani Privé,-46.680676,37.845982,brand,0.003079
Renato Balestra,-47.159275,50.399227,brand,0.000142
model_00131,4.490509,20.904379,model,0.002463
Chapurin,4.805109,48.13377,brand,0.001421
Enrico Coveri,4.023953,31.043779,brand,0.001989
Gaetano Navarra,6.004618,21.32955,brand,0.001847
Love Sex Money,1.375641,29.82831,brand,0.001847
Vanessa Bruno,-4.188118,16.802261,brand,0.007768
model_00134,38.868893,60.313728,model,0.000284
Lena Hoschek,38.034008,64.483452,brand,0.000758
Le Moine Tricote,38.838879,60.220699,brand,4.7e-05
model_00137,-47.305759,19.281511,model,0.001374
Alex Mullins,-88.293777,8.422897,brand,0.000758
Asai,-41.946201,11.755228,brand,0.002084
Moon Young Hee,8.842819,38.391914,brand,0.003979
Calcaterra,-44.898792,25.053133,brand,0.000947
Heliot Emil,-57.496605,-10.12923,magazine,0.002321
Central Saint Martins MA,-44.847443,14.311277,brand,0.001516
model_00138,-54.21196,-21.801435,model,0.000758
model_00139,-12.503758,23.264029,model,0.000758
Mansur Gavriel,-36.257126,16.450356,magazine,0.002368
model_00141,-52.325005,3.456706,model,0.000758
Sandy Liang,-57.470718,14.253721,brand,0.004216
model_00142,-12.481516,-44.024387,model,0.002416
Fashion for Relief,5.226038,12.688396,brand,0.001611
model_00143,-83.159561,0.265873,model,0.000947
model_00144,-80.851906,-7.717968,model,0.002368
Ambush,-67.297752,-5.603431,magazine,0.002226
LGN Louis Gabriel Nouchi,-77.457993,3.888449,brand,0.003126
model_00145,-70.392082,7.853361,model,0.001753
Studio 189,-35.609009,48.752266,brand,0.001658
House of Aama,-37.0172,42.170414,brand,0.000474
Teddy Vonranson,-74.949707,12.501809,brand,0.000474
anOnlyChild,-38.257793,38.909389,brand,0.000853
Auralee,-59.979115,-3.449902,magazine,0.002937
model_00146,-20.182556,9.970962,model,0.001942
model_00147,-38.824966,23.5256,model,4.7e-05
Maryam Nassir Zadeh,-39.853951,23.193817,brand,0.003553
model_00148,-4.742055,-23.661337,model,0.000332
