brand,prestige,prestige_raw,prestige_scaled,prestige_percentile,prestige_zscore,record_count,tier
Monique Lhuillier,0.000495,0.000495,495.283457,93.168522,0.365148,474,Mid
Glamour USA,0.000494,0.000494,493.996818,93.149651,0.363616,225,Mid
Anne Klein,0.000493,0.000493,493.204333,93.130779,0.362672,150,Mid
Grazia Italy,0.000491,0.000491,491.150341,93.111908,0.360226,485,Mid
Angelo Marani,0.000490,0.000490,490.410477,93.093036,0.359344,421,Mid
Grazia France,0.000490,0.000490,489.615679,93.074165,0.358398,379,Mid
Harper's Bazaar Turkey,0.000489,0.000489,489.378242,93.055293,0.358115,263,Mid
Vogue Poland,0.000486,0.000486,485.526270,93.036422,0.353527,250,Mid
Malo,0.000484,0.000484,483.630767,93.017550,0.351269,144,Mid
Philosophy di Alberta Ferretti,0.000483,0.000483,483.153344,92.998679,0.350701,367,Mid
flair Italy,0.000476,0.000476,475.952767,92.979808,0.342124,205,Mid
Edun,0.000475,0.000475,475.452767,92.960936,0.341529,253,Mid
Mulberry,0.000474,0.000474,474.354018,92.942065,0.340220,399,Mid
Temperley,0.000474,0.000474,474.117836,92.923193,0.339938,322,Mid
Giada,0.000473,0.000473,473.021388,92.904322,0.338633,346,Mid
Madame Figaro,0.000470,0.000470,469.990252,92.885450,0.335022,322,Mid
Harper's Bazaar Mexico,0.000470,0.000470,469.799844,92.866579,0.334795,374,Mid
Frankie Morello,0.000469,0.000469,468.841051,92.847707,0.333653,403,Mid
R13,0.000469,0.000469,468.534526,92.828836,0.333288,269,Mid
Andrew Gn,0.000468,0.000468,467.623974,92.809964,0.332204,568,Mid
Esteban Cortazar,0.000468,0.000468,467.560637,92.791093,0.332128,355,Mid
Maybelline,0.000464,0.000464,464.332756,92.772221,0.328284,229,Mid
Garage,0.000464,0.000464,463.868431,92.753350,0.327731,160,Mid
Ulyana Sergeenko,0.000461,0.000461,461.450830,92.734478,0.324851,347,Mid
Ruffian,0.000459,0.000459,459.199703,92.715607,0.322170,367,Mid
Theory,0.000458,0.000458,458.204275,92.696735,0.320984,293,Mid
Miss Sixty,0.000458,0.000458,458.140379,92.677864,0.320908,167,Mid
Marie Claire Italy,0.000455,0.000455,455.221708,92.658992,0.317432,376,Mid
Vogue India,0.000455,0.000455,455.178923,92.640121,0.317381,258,Mid
Garage Magazine,0.000449,0.000449,448.967010,92.621249,0.309982,191,Mid
The Book by Neiman Marcus,0.000445,0.000445,445.351346,92.602378,0.305675,57,Mid
Banana Republic,0.000443,0.000443,443.189746,92.583506,0.303101,394,Mid
Interview Germany,0.000440,0.000440,440.131681,92.564635,0.299458,323,Mid
Atsuro Tayama,0.000440,0.000440,439.544850,92.545763,0.298759,302,Mid
Shiatzy Chen,0.000438,0.000438,438.459165,92.526892,0.297466,529,Mid
Ulla Johnson,0.000438,0.000438,437.784000,92.508020,0.296662,652,Mid
Issa,0.000435,0.000435,435.176723,92.489149,0.293556,255,Mid
Teen Vogue USA,0.000435,0.000435,434.934885,92.470277,0.293268,216,Mid
Luella,0.000432,0.000432,432.118380,92.451406,0.289914,144,Mid
Lacroix,0.000431,0.000431,430.848283,92.432534,0.288401,101,Mid
S Moda for El Pais,0.000431,0.000431,430.567941,92.413663,0.288067,245,Mid
032c,0.000430,0.000430,429.594993,92.394791,0.286908,148,Mid
Hervé Léger,0.000428,0.000428,427.799015,92.375920,0.284769,267,Mid
Absolutely,0.000423,0.000423,423.171614,92.357048,0.279257,161,Mid
Thom Browne,0.000423,0.000423,422.617416,92.338177,0.278597,750,Mid
Harper's Bazaar Kazakhstan,0.000420,0.000420,419.681115,92.319306,0.275100,401,Mid
Topshop Unique,0.000420,0.000420,419.656083,92.300434,0.275070,258,Mid
Olivier Theyskens,0.000419,0.000419,419.472785,92.281563,0.274852,324,Mid
Zuhair Murad,0.000419,0.000419,418.865337,92.262691,0.274128,474,Mid
Fay,0.000416,0.000416,415.620211,92.243820,0.270263,273,Mid
Custo Barcelona,0.000416,0.000416,415.613406,92.224948,0.270255,588,Mid
Bally,0.000415,0.000415,414.846779,92.206077,0.269342,290,Mid
David Yurman,0.000414,0.000414,413.890754,92.187205,0.268203,103,Mid
Rocco Barocco,0.000411,0.000411,410.895796,92.168334,0.264636,163,Mid
Hugo Boss,0.000410,0.000410,409.667436,92.149462,0.263173,159,Mid
Armani Beauty,0.000409,0.000409,409.210615,92.130591,0.262629,107,Mid
Fausto Puglisi,0.000408,0.000408,408.036357,92.111719,0.261230,275,Mid
Rosa Cha,0.000405,0.000405,404.509029,92.092848,0.257029,210,Mid
Elle Italia,0.000404,0.000404,403.643430,92.073976,0.255998,382,Mid
YSL Beauty,0.000403,0.000403,402.995431,92.055105,0.255226,123,Mid
Numero Tokyo,0.000401,0.000401,401.294214,92.036233,0.253200,231,Mid
Strenesse,0.000401,0.000401,401.040407,92.017362,0.252897,146,Mid
Numéro China,0.000401,0.000401,400.706188,91.998490,0.252499,183,Mid
Reem Acra,0.000400,0.000400,400.416415,91.979619,0.252154,325,Mid
Vanity Fair Italy,0.000400,0.000400,399.892532,91.960747,0.251530,327,Mid
Alaia,0.000399,0.000399,399.000134,91.941876,0.250467,140,Mid
Glamour Magazine U.S.,0.000398,0.000398,398.443910,91.923004,0.249805,181,Mid
Costello Tagliapietra,0.000398,0.000398,398.440120,91.904133,0.249800,459,Mid
L\'Express Styles,0.000395,0.000395,395.332459,91.885261,0.246099,144,Mid
Dion Lee,0.000395,0.000395,394.649263,91.866390,0.245285,572,Mid
Ferrari,0.000392,0.000392,391.888521,91.847518,0.241997,261,Mid
Issey Miyake,0.000392,0.000392,391.500756,91.828647,0.241535,753,Mid
Gabriele Colangelo,0.000390,0.000390,390.293523,91.809775,0.240097,413,Mid
Dundas,0.000389,0.000389,389.339667,91.790904,0.238961,173,Mid
Biotherm,0.000387,0.000387,386.605521,91.772032,0.235704,105,Mid
TSE,0.000384,0.000384,384.077268,91.753161,0.232693,165,Mid
Teen Vogue,0.000383,0.000383,382.675095,91.734289,0.231023,245,Mid
Margaret Howell,0.000382,0.000382,381.863990,91.715418,0.230057,583,Mid
PUMA,0.000380,0.000380,380.033366,91.696547,0.227876,76,Mid
Harper's Bazaar Greece,0.000377,0.000377,376.694313,91.677675,0.223899,173,Mid
Opening Ceremony,0.000375,0.000375,374.953509,91.658804,0.221826,290,Mid
Lui France,0.000373,0.000373,373.317621,91.639932,0.219877,139,Mid
Genny,0.000372,0.000372,371.989126,91.621061,0.218295,521,Mid
Twin Magazine,0.000372,0.000372,371.979269,91.602189,0.218283,226,Mid
L'Officiel France,0.000369,0.000369,369.084420,91.583318,0.214835,259,Mid
Yigal Azrouel,0.000367,0.000367,366.617619,91.564446,0.211897,289,Mid
AMICA Italy,0.000366,0.000366,365.787567,91.545575,0.210908,399,Mid
LUISAVIAROMA.COM,0.000366,0.000366,365.502849,91.526703,0.210569,215,Mid
Elisabetta Franchi,0.000365,0.000365,365.429671,91.507832,0.210482,491,Mid
Elle Sweden,0.000361,0.000361,360.688315,91.488960,0.204835,450,Mid
Catherine Malandrino,0.000360,0.000360,359.889611,91.470089,0.203883,290,Mid
David Koma,0.000359,0.000359,358.774696,91.451217,0.202555,589,Mid
Chaiken,0.000357,0.000357,357.117509,91.432346,0.200581,165,Mid
Vivienne Tam,0.000357,0.000357,356.518269,91.413474,0.199868,500,Mid
Vanity Fair Italia,0.000356,0.000356,355.857261,91.394603,0.199080,351,Mid
Gaetano Navarra,0.000356,0.000356,355.603412,91.375731,0.198778,191,Mid
Vanity Fair U.S.,0.000353,0.000353,353.384001,91.356860,0.196135,102,Mid
Jimmy Choo,0.000352,0.000352,352.233415,91.337988,0.194764,123,Mid
Nanette Lepore,0.000351,0.000351,350.841625,91.319117,0.193106,500,Mid
6267,0.000349,0.000349,349.387700,91.300245,0.191375,153,Mid
Maiyet,0.000349,0.000349,348.829265,91.281374,0.190709,262,Mid
Neiman Marcus,0.000347,0.000347,347.211595,91.262502,0.188783,122,Mid
Baby Phat,0.000345,0.000345,344.598677,91.243631,0.185670,231,Mid
Glass UK,0.000342,0.000342,342.324457,91.224759,0.182962,184,Mid
Harper's Bazaar Brazil,0.000342,0.000342,342.120291,91.205888,0.182719,290,Mid
Douglas Hannant,0.000342,0.000342,341.720356,91.187016,0.182242,257,Mid
Krizia,0.000341,0.000341,340.942897,91.168145,0.181316,347,Mid
Sports Illustrated Swimsuit,0.000341,0.000341,340.769636,91.149273,0.181110,363,Mid
Simkhai,0.000338,0.000338,338.145680,91.130402,0.177984,368,Mid
Public School,0.000337,0.000337,337.016676,91.111530,0.176640,262,Mid
Numéro Russia,0.000334,0.000334,334.195963,91.092659,0.173280,190,Mid
Cerruti,0.000333,0.000333,333.185468,91.073788,0.172076,281,Mid
Chaos 69,0.000332,0.000332,331.619347,91.054916,0.170211,71,Mid
Pollini,0.000330,0.000330,329.722768,91.036045,0.167952,157,Mid
Anne-Valerie Hash,0.000329,0.000329,329.215912,91.017173,0.167348,159,Mid
Leonard,0.000327,0.000327,327.211165,90.998302,0.164961,440,Mid
Tom Ford Beauty,0.000326,0.000326,325.540968,90.979430,0.162971,154,Mid
Colcci,0.000325,0.000325,324.861982,90.960559,0.162162,207,Mid
Doo.Ri,0.000325,0.000325,324.721187,90.941687,0.161995,303,Mid
Temperley London,0.000324,0.000324,324.021067,90.922816,0.161161,291,Mid
Molly Goddard,0.000323,0.000323,322.623415,90.903944,0.159496,281,Mid
Glass Magazine,0.000322,0.000322,321.992472,90.885073,0.158745,291,Mid
Elle Czech,0.000322,0.000322,321.791403,90.866201,0.158505,202,Mid
Gai Mattiolo,0.000321,0.000321,320.895752,90.847330,0.157438,182,Mid
Grazia China,0.000320,0.000320,319.896207,90.828458,0.156248,222,Mid
Holiday Magazine,0.000317,0.000317,316.978018,90.809587,0.152772,138,Mid
Jaeger London,0.000317,0.000317,316.930554,90.790715,0.152715,142,Mid
Holiday,0.000317,0.000317,316.656579,90.771844,0.152389,78,Mid
Harper's Bazaar Japan,0.000314,0.000314,314.339635,90.752972,0.149629,146,Mid
Armani Privé,0.000314,0.000314,313.919740,90.734101,0.149129,187,Mid
Vanity Fair France,0.000313,0.000313,313.289684,90.715229,0.148379,184,Mid
Del Core,0.000312,0.000312,311.620189,90.696358,0.146390,291,Mid
Elle Poland,0.000312,0.000312,311.575259,90.677486,0.146337,194,Mid
Les Copains,0.000311,0.000311,311.049267,90.658615,0.145710,365,Mid
André Courrèges,0.000311,0.000311,310.922909,90.639743,0.145560,224,Mid
Woman Madame Figaro Spain,0.000308,0.000308,308.198830,90.620872,0.142315,231,Mid
Brioni,0.000306,0.000306,306.444185,90.602000,0.140225,214,Mid
Marie Claire USA,0.000304,0.000304,304.143031,90.583129,0.137484,264,Mid
Raf Simons,0.000304,0.000304,303.719964,90.564257,0.136981,475,Mid
Flare Canada,0.000303,0.000303,303.342484,90.545386,0.136531,89,Mid
Net-A-Porter Magazine,0.000303,0.000303,303.173875,90.526514,0.136330,108,Mid
Cividini,0.000303,0.000303,303.048875,90.507643,0.136181,366,Mid
Vogue Polska,0.000303,0.000303,302.532296,90.488771,0.135566,286,Mid
Paul et Joe,0.000302,0.000302,301.744026,90.469900,0.134627,197,Mid
Tadashi Shoji,0.000300,0.000300,299.970303,90.451028,0.132514,323,Mid
House of Holland,0.000300,0.000300,299.846301,90.432157,0.132367,393,Mid
HUGO,0.000298,0.000298,298.218414,90.413286,0.130428,67,Mid
AZ Factory,0.000298,0.000298,297.529377,90.394414,0.129607,191,Mid
T - The New York Times Style - China,0.000296,0.000296,296.089439,90.375543,0.127892,111,Mid
Valentin Yudashkin,0.000296,0.000296,296.018030,90.356671,0.127807,381,Mid
VPL,0.000296,0.000296,295.682721,90.337800,0.127408,273,Mid
V Man,0.000295,0.000295,295.327833,90.318928,0.126985,482,Mid
Joseph,0.000295,0.000295,295.176761,90.300057,0.126805,215,Mid
Hogan,0.000294,0.000294,293.575636,90.281185,0.124898,178,Mid
Sharon Wauchob,0.000294,0.000294,293.553291,90.262314,0.124871,328,Mid
Rebecca Taylor,0.000293,0.000293,293.027181,90.243442,0.124245,391,Mid
Glamour Germany,0.000292,0.000292,291.751180,90.224571,0.122725,226,Mid
System Magazine,0.000291,0.000291,291.392767,90.205699,0.122298,151,Mid
Mastermind Magazine,0.000290,0.000290,290.370543,90.186828,0.121080,95,Mid
Calvin Klein Jeans,0.000290,0.000290,290.025856,90.167956,0.120670,81,Mid
Cynthia Rowley,0.000288,0.000288,288.260662,90.149085,0.118567,397,Mid
Uniqlo,0.000288,0.000288,287.572908,90.130213,0.117748,228,Mid
Puma,0.000288,0.000288,287.569889,90.111342,0.117745,197,Mid
Glamour Italy,0.000287,0.000287,286.766544,90.092470,0.116788,230,Mid
Diesel,0.000285,0.000285,285.352359,90.073599,0.115103,493,Mid
Juicy Couture,0.000285,0.000285,285.072916,90.054727,0.114770,99,Mid
Jalouse,0.000285,0.000285,284.601984,90.035856,0.114209,275,Mid
amfAR,0.000285,0.000285,284.523554,90.016984,0.114116,176,Mid
Berluti,0.000284,0.000284,283.846393,89.998113,0.113310,222,Mid
Telva,0.000284,0.000284,283.677408,89.979241,0.113108,239,Mid
Ann Taylor,0.000283,0.000283,283.377724,89.960370,0.112751,108,Mid
Wonderland Magazine,0.000283,0.000283,282.546941,89.941498,0.111762,391,Mid
Fashion,0.000282,0.000282,282.236122,89.922627,0.111392,105,Mid
Cushnie et Ochs,0.000280,0.000280,280.356691,89.903755,0.109153,304,Mid
Borbonese,0.000280,0.000280,279.581024,89.884884,0.108229,147,Mid
Lemaire,0.000279,0.000279,278.730857,89.866012,0.107216,470,Mid
Trend Les Copains,0.000278,0.000278,277.744805,89.847141,0.106042,158,Mid
Self-Portrait,0.000276,0.000276,275.823047,89.828269,0.103753,220,Mid
Givenchy Beauty,0.000276,0.000276,275.591881,89.809398,0.103478,104,Mid
H&M Magazine,0.000274,0.000274,274.390588,89.790527,0.102047,80,Mid
Esprit,0.000273,0.000273,273.157010,89.771655,0.100578,111,Mid
Lancôme,0.000273,0.000273,273.053185,89.752784,0.100454,120,Mid
Jo No Fui,0.000273,0.000273,272.942253,89.733912,0.100322,189,Mid
Anne Valerie Hash,0.000272,0.000272,272.037038,89.715041,0.099244,130,Mid
Nensi Dojaka,0.000269,0.000269,269.106266,89.696169,0.095753,195,Mid
Milly,0.000269,0.000269,268.757582,89.677298,0.095337,344,Mid
Polo Ralph Lauren,0.000269,0.000269,268.541793,89.658426,0.095080,337,Mid
Herve Leger,0.000268,0.000268,268.339137,89.639555,0.094839,157,Mid
ES Magazine,0.000268,0.000268,267.563009,89.620683,0.093915,107,Mid
Mixte,0.000267,0.000267,267.318682,89.601812,0.093624,228,Mid
Zoo,0.000266,0.000266,266.335377,89.582940,0.092452,109,Mid
Dior Mag,0.000266,0.000266,265.876131,89.564069,0.091905,92,Mid
Bergdorf Goodman,0.000266,0.000266,265.779886,89.545197,0.091791,87,Mid
Heatherette,0.000265,0.000265,264.665738,89.526326,0.090464,234,Mid
Brock Collection,0.000263,0.000263,262.796413,89.507454,0.088237,308,Mid
Fendace,0.000261,0.000261,261.469506,89.488583,0.086657,70,Mid
Barneys,0.000260,0.000260,260.399958,89.469711,0.085383,120,Mid
L'Express Styles,0.000260,0.000260,259.785351,89.450840,0.084651,107,Mid
Cynthia Steffe,0.000259,0.000259,259.231708,89.431968,0.083991,286,Mid
Kate Spade,0.000258,0.000258,258.312718,89.413097,0.082897,204,Mid
Thierry Mugler,0.000258,0.000258,257.582865,89.394225,0.082027,135,Mid
Naeem Khan,0.000258,0.000258,257.551981,89.375354,0.081991,553,Mid
Lawrence Steele,0.000257,0.000257,257.025578,89.356482,0.081364,93,Mid
The Daily Front Row,0.000257,0.000257,256.966319,89.337611,0.081293,53,Mid
Veronique Branquinho,0.000257,0.000257,256.523400,89.318739,0.080766,373,Mid
Elle Canada,0.000255,0.000255,255.162434,89.299868,0.079145,285,Mid
InStyle U.S.,0.000255,0.000255,254.982878,89.280996,0.078931,90,Mid
Harper's Bazaar Czech,0.000254,0.000254,254.004521,89.262125,0.077765,128,Mid
J. Crew,0.000253,0.000253,253.354017,89.243253,0.076991,206,Mid
Yigal Azrouël,0.000253,0.000253,252.679360,89.224382,0.076187,240,Mid
ODDA Magazine,0.000253,0.000253,252.644703,89.205510,0.076146,400,Mid
Marie Claire Spain,0.000253,0.000253,252.624464,89.186639,0.076122,242,Mid
Glamour France,0.000252,0.000252,251.690712,89.167768,0.075009,184,Mid
Dior Men,0.000250,0.000250,249.910930,89.148896,0.072890,799,Mid
Sass & Bide,0.000248,0.000248,248.362608,89.130025,0.071045,270,Mid
Christian Siriano,0.000248,0.000248,248.103396,89.111153,0.070737,694,Mid
Saks,0.000247,0.000247,247.389876,89.092282,0.069887,136,Mid
Adidas,0.000247,0.000247,247.091287,89.073410,0.069531,125,Mid
Marco de Vincenzo,0.000247,0.000247,246.931903,89.054539,0.069341,485,Mid
Elle Denmark,0.000246,0.000246,246.407918,89.035667,0.068717,308,Mid
Halston,0.000246,0.000246,245.870742,89.016796,0.068077,166,Mid
Intermission Magazine,0.000246,0.000246,245.577592,88.997924,0.067728,104,Mid
Damir Doma,0.000245,0.000245,245.332935,88.979053,0.067437,282,Mid
L'Officiel Singapore,0.000244,0.000244,244.304659,88.960181,0.066212,309,Mid
Laura Biagiotti,0.000243,0.000243,243.111223,88.941310,0.064791,467,Mid
Ellus,0.000242,0.000242,242.484342,88.922438,0.064044,201,Mid
Messika,0.000242,0.000242,241.977122,88.903567,0.063440,105,Mid
Numero China,0.000241,0.000241,241.260594,88.884695,0.062586,150,Mid
Allure Russia,0.000239,0.000239,239.482454,88.865824,0.060468,93,Mid
Lancetti,0.000239,0.000239,239.466301,88.846952,0.060449,70,Mid
Rika Magazine,0.000237,0.000237,237.307130,88.828081,0.057877,98,Mid
CFDA,0.000237,0.000237,236.995555,88.809209,0.057506,55,Mid
Love Want,0.000236,0.000236,236.264808,88.790338,0.056636,79,Mid
Dennis Basso,0.000236,0.000236,236.134921,88.771466,0.056481,439,Mid
System,0.000236,0.000236,236.051676,88.752595,0.056382,113,Mid
United Colors of Benetton,0.000236,0.000236,235.831818,88.733723,0.056120,304,Mid
Marios Schwab,0.000235,0.000235,235.228702,88.714852,0.055402,241,Mid
Harper's Bazaar Arabia,0.000235,0.000235,234.897052,88.695980,0.055007,191,Mid
L'Officiel Russia,0.000233,0.000233,233.162383,88.677109,0.052941,127,Mid
Kate Spade New York,0.000233,0.000233,232.969076,88.658237,0.052710,126,Mid
Blugirl,0.000231,0.000231,231.156004,88.639366,0.050551,407,Mid
The Gentlewoman,0.000231,0.000231,230.747847,88.620494,0.050065,130,Mid
Ter et Bantine,0.000229,0.000229,228.672453,88.601623,0.047593,263,Mid
Holt Renfrew,0.000228,0.000228,228.407615,88.582751,0.047277,56,Mid
Vogue.com,0.000228,0.000228,228.297118,88.563880,0.047146,79,Mid
Shiseido,0.000228,0.000228,227.819723,88.545008,0.046577,69,Mid
Harper's Bazaar Serbia,0.000228,0.000228,227.659958,88.526137,0.046387,165,Mid
Re-Edition Magazine,0.000227,0.000227,226.978944,88.507266,0.045576,276,Mid
Rika,0.000226,0.000226,226.396446,88.488394,0.044882,68,Mid
Harper's Bazaar France,0.000226,0.000226,226.113826,88.469523,0.044545,159,Mid
Richard Chai Love,0.000226,0.000226,225.574304,88.450651,0.043903,93,Mid
Lela Rose,0.000225,0.000225,225.273849,88.431780,0.043545,434,Mid
Anne Valérie Hash,0.000224,0.000224,224.149049,88.412908,0.042205,132,Mid
Vanity Fair USA,0.000223,0.000223,223.441658,88.394037,0.041362,63,Mid
St. John,0.000223,0.000223,222.841128,88.375165,0.040647,139,Mid
Monse,0.000223,0.000223,222.639198,88.356294,0.040407,333,Mid
Elle Croatia,0.000222,0.000222,222.437767,88.337422,0.040167,161,Mid
John Richmond,0.000222,0.000222,222.153957,88.318551,0.039829,411,Mid
Zoo Magazine,0.000222,0.000222,222.002470,88.299679,0.039648,135,Mid
Cushnie Et Ochs,0.000222,0.000222,221.564510,88.280808,0.039127,242,Mid
Rue Du Mail by Martina Sitbon,0.000221,0.000221,221.345942,88.261936,0.038866,40,Mid
Richard Quinn,0.000221,0.000221,221.069038,88.243065,0.038537,349,Mid
MFF Magazine,0.000220,0.000220,220.448072,88.224193,0.037797,112,Mid
Imitation of Christ,0.000220,0.000220,220.054118,88.205322,0.037328,194,Mid
Ralph Rucci,0.000220,0.000220,219.876992,88.186450,0.037117,155,Mid
Erdos,0.000220,0.000220,219.827212,88.167579,0.037057,55,Mid
Roccobarocco,0.000220,0.000220,219.716236,88.148707,0.036925,249,Mid
Vivara,0.000219,0.000219,219.135617,88.129836,0.036234,45,Mid
BCBG By Max Azria,0.000219,0.000219,218.935800,88.110964,0.035996,119,Mid
Massimo Rebecchi,0.000218,0.000218,218.324733,88.092093,0.035268,243,Mid
Liu-Jo,0.000218,0.000218,217.791653,88.073221,0.034633,74,Mid
Nars Cosmetics,0.000218,0.000218,217.543762,88.054350,0.034338,110,Mid
How to Spend It - Financial Times,0.000217,0.000217,217.431253,88.035478,0.034204,197,Mid
Maison Martin Margiela Artisanal,0.000217,0.000217,217.254535,88.016607,0.033993,138,Mid
Self Portrait,0.000216,0.000216,216.487392,87.997735,0.033079,167,Mid
Wonderland,0.000216,0.000216,216.440367,87.978864,0.033023,244,Mid
Exte,0.000215,0.000215,215.061119,87.959992,0.031381,116,Mid
Elle Korea,0.000215,0.000215,214.813829,87.941121,0.031086,143,Mid
FRAME,0.000215,0.000215,214.662465,87.922249,0.030906,58,Mid
